"title","date_posted","position","location","url","District","posting_id","Archive_Date"
"Substitute Teacher","2022-03-30","Substitute/","Big Horn County School District #2","https://www.applitrack.com/bgh2/onlineapp/default.aspx?all=1","Big Horn School District 2","fallback
big horn school district 2
https://www.applitrack.com/bgh2/onlineapp/default.aspx?all=1
substitute teacher
big horn county school district #2
2022-03-30","2026-08-21"
"Special Education Paraprofessional","2026-07-16","Support Staff/","Big Horn County School District #2","https://www.applitrack.com/bgh2/onlineapp/default.aspx?all=1","Big Horn School District 2","fallback
big horn school district 2
https://www.applitrack.com/bgh2/onlineapp/default.aspx?all=1
special education paraprofessional
big horn county school district #2
2026-07-16","2026-08-21"
"Substitute Route and Activity Bus Drivers",NA,"Transportation",NA,"https://www.applitrack.com/bgh2/onlineapp/default.aspx?all=1","Big Horn School District 2","fallback
big horn school district 2
https://www.applitrack.com/bgh2/onlineapp/default.aspx?all=1
substitute route and activity bus drivers
<missing>
<missing>","2026-08-21"
"Route Bus Driver","2025-05-27","Transportation/","Big Horn County School District #2","https://www.applitrack.com/bgh2/onlineapp/default.aspx?all=1","Big Horn School District 2","fallback
big horn school district 2
https://www.applitrack.com/bgh2/onlineapp/default.aspx?all=1
route bus driver
big horn county school district #2
2025-05-27","2026-08-21"
"Substitute Teacher","2017-07-05","Substitute/","District Wide","https://www.applitrack.com/bighorn/onlineapp/default.aspx?all=1","Big Horn School District 3","fallback
big horn school district 3
https://www.applitrack.com/bighorn/onlineapp/default.aspx?all=1
substitute teacher
district wide
2017-07-05","2026-08-21"
"Substitute Bus Driver / Activity Driver","2024-12-17","Transportation/","Transportation","https://www.applitrack.com/bighorn/onlineapp/default.aspx?all=1","Big Horn School District 3","fallback
big horn school district 3
https://www.applitrack.com/bighorn/onlineapp/default.aspx?all=1
substitute bus driver / activity driver
transportation
2024-12-17","2026-08-21"
"High School Assistant Volleyball Coach",NA,"Athletics/Activities","08/17/2026","https://www.applitrack.com/bgh4/onlineapp/default.aspx?all=1","Big Horn School District 4","fallback
big horn school district 4
https://www.applitrack.com/bgh4/onlineapp/default.aspx?all=1
high school assistant volleyball coach
08/17/2026
<missing>","2026-08-21"
"21 CCLC After School Program Activity Leaders",NA,"Student Support Services","as soon as possible","https://www.applitrack.com/bgh4/onlineapp/default.aspx?all=1","Big Horn School District 4","fallback
big horn school district 4
https://www.applitrack.com/bgh4/onlineapp/default.aspx?all=1
21 cclc after school program activity leaders
as soon as possible
<missing>","2026-08-21"
"Bus Driver",NA,"Support Staff","1/07/2022","https://www.applitrack.com/bgh4/onlineapp/default.aspx?all=1","Big Horn School District 4","fallback
big horn school district 4
https://www.applitrack.com/bgh4/onlineapp/default.aspx?all=1
bus driver
1/07/2022
<missing>","2026-08-21"
"Substitute",NA,"Support Staff","as soon as possible","https://www.applitrack.com/bgh4/onlineapp/default.aspx?all=1","Big Horn School District 4","fallback
big horn school district 4
https://www.applitrack.com/bgh4/onlineapp/default.aspx?all=1
substitute
as soon as possible
<missing>","2026-08-21"
"Lifeguard","2026-06-11","Aquatics/","Rawlins Aquatics Center","https://www.applitrack.com/crb1/onlineapp/jobpostings/view.asp?all=1","Carbon County School District 1","fallback
carbon county school district 1
https://www.applitrack.com/crb1/onlineapp/jobpostings/view.asp?all=1
lifeguard
rawlins aquatics center
2026-06-11","2026-08-21"
"2nd Asst. Track Coach","2026-06-01","Athletics/Activities/","Rawlins Middle School","https://www.applitrack.com/crb1/onlineapp/jobpostings/view.asp?all=1","Carbon County School District 1","fallback
carbon county school district 1
https://www.applitrack.com/crb1/onlineapp/jobpostings/view.asp?all=1
2nd asst. track coach
rawlins middle school
2026-06-01","2026-08-21"
"2nd Asst Throwing Track Coach","2026-06-10","Athletics/Activities/","Rawlins Middle School","https://www.applitrack.com/crb1/onlineapp/jobpostings/view.asp?all=1","Carbon County School District 1","fallback
carbon county school district 1
https://www.applitrack.com/crb1/onlineapp/jobpostings/view.asp?all=1
2nd asst throwing track coach
rawlins middle school
2026-06-10","2026-08-21"
"Head Boys Soccer Coach","2026-07-06","Athletics/Activities/","Rawlins High School","https://www.applitrack.com/crb1/onlineapp/jobpostings/view.asp?all=1","Carbon County School District 1","fallback
carbon county school district 1
https://www.applitrack.com/crb1/onlineapp/jobpostings/view.asp?all=1
head boys soccer coach
rawlins high school
2026-07-06","2026-08-21"
"2nd Asst. Boys Wrestling Coach","2026-07-09","Athletics/Activities/","Rawlins Middle School","https://www.applitrack.com/crb1/onlineapp/jobpostings/view.asp?all=1","Carbon County School District 1","fallback
carbon county school district 1
https://www.applitrack.com/crb1/onlineapp/jobpostings/view.asp?all=1
2nd asst. boys wrestling coach
rawlins middle school
2026-07-09","2026-08-21"
"Music Teacher",NA,"Elementary School Teaching",NA,"https://www.applitrack.com/crb1/onlineapp/jobpostings/view.asp?all=1","Carbon County School District 1","fallback
carbon county school district 1
https://www.applitrack.com/crb1/onlineapp/jobpostings/view.asp?all=1
music teacher
<missing>
<missing>","2026-08-21"
"Food Service Worker",NA,"Food Service","Immediate","https://www.applitrack.com/crb1/onlineapp/jobpostings/view.asp?all=1","Carbon County School District 1","fallback
carbon county school district 1
https://www.applitrack.com/crb1/onlineapp/jobpostings/view.asp?all=1
food service worker
immediate
<missing>","2026-08-21"
"Substitute Food Service","2026-06-11","Food Service/","District","https://www.applitrack.com/crb1/onlineapp/jobpostings/view.asp?all=1","Carbon County School District 1","fallback
carbon county school district 1
https://www.applitrack.com/crb1/onlineapp/jobpostings/view.asp?all=1
substitute food service
district
2026-06-11","2026-08-21"
"Substitute Custodian","2026-06-11","Maintenance/Custodial/","District","https://www.applitrack.com/crb1/onlineapp/jobpostings/view.asp?all=1","Carbon County School District 1","fallback
carbon county school district 1
https://www.applitrack.com/crb1/onlineapp/jobpostings/view.asp?all=1
substitute custodian
district
2026-06-11","2026-08-21"
"Substitute Custodian","2026-06-11","Maintenance/Custodial/","Little Snake River Valley School","https://www.applitrack.com/crb1/onlineapp/jobpostings/view.asp?all=1","Carbon County School District 1","fallback
carbon county school district 1
https://www.applitrack.com/crb1/onlineapp/jobpostings/view.asp?all=1
substitute custodian
little snake river valley school
2026-06-11","2026-08-21"
"Substitute Teacher/ Para Professional","2026-06-11","Substitute/","District","https://www.applitrack.com/crb1/onlineapp/jobpostings/view.asp?all=1","Carbon County School District 1","fallback
carbon county school district 1
https://www.applitrack.com/crb1/onlineapp/jobpostings/view.asp?all=1
substitute teacher/ para professional
district
2026-06-11","2026-08-21"
"Building (Office) Para Professional","2026-07-21","Support Staff/","Rawlins High School","https://www.applitrack.com/crb1/onlineapp/jobpostings/view.asp?all=1","Carbon County School District 1","fallback
carbon county school district 1
https://www.applitrack.com/crb1/onlineapp/jobpostings/view.asp?all=1
building (office) para professional
rawlins high school
2026-07-21","2026-08-21"
"Substitute Bus Driver",NA,"Transportation","8/18/26","https://www.applitrack.com/crb1/onlineapp/jobpostings/view.asp?all=1","Carbon County School District 1","fallback
carbon county school district 1
https://www.applitrack.com/crb1/onlineapp/jobpostings/view.asp?all=1
substitute bus driver
8/18/26
<missing>","2026-08-21"
"Bus Driver","2023-09-22","Transportation/","District","https://www.applitrack.com/crb1/onlineapp/jobpostings/view.asp?all=1","Carbon County School District 1","fallback
carbon county school district 1
https://www.applitrack.com/crb1/onlineapp/jobpostings/view.asp?all=1
bus driver
district
2023-09-22","2026-08-21"
"High School Assistant Boys Basketball Coach","2025-03-12","Athletics/Activities/","H-E-M Junior/Senior High School","https://www.applitrack.com/crb2/onlineapp/default.aspx?all=1","Carbon County School District 2","fallback
carbon county school district 2
https://www.applitrack.com/crb2/onlineapp/default.aspx?all=1
high school assistant boys basketball coach
h-e-m junior/senior high school
2025-03-12","2026-08-21"
"First Assistant (Head) Middle School Boys Basketball Coach","2026-02-25","Athletics/Activities/","Encampment K-12","https://www.applitrack.com/crb2/onlineapp/default.aspx?all=1","Carbon County School District 2","fallback
carbon county school district 2
https://www.applitrack.com/crb2/onlineapp/default.aspx?all=1
first assistant (head) middle school boys basketball coach
encampment k-12
2026-02-25","2026-08-21"
"Other Assistant Middle School Boys Basketball Coach","2026-02-25","Athletics/Activities/","Encampment K-12","https://www.applitrack.com/crb2/onlineapp/default.aspx?all=1","Carbon County School District 2","fallback
carbon county school district 2
https://www.applitrack.com/crb2/onlineapp/default.aspx?all=1
other assistant middle school boys basketball coach
encampment k-12
2026-02-25","2026-08-21"
"Assistant High School Volleyball Coach","2026-03-03","Athletics/Activities/","H-E-M Junior/Senior High School","https://www.applitrack.com/crb2/onlineapp/default.aspx?all=1","Carbon County School District 2","fallback
carbon county school district 2
https://www.applitrack.com/crb2/onlineapp/default.aspx?all=1
assistant high school volleyball coach
h-e-m junior/senior high school
2026-03-03","2026-08-21"
"Other Assistant Middle School Volleyball Coach","2026-03-06","Athletics/Activities/","H-E-M Junior/Senior High School","https://www.applitrack.com/crb2/onlineapp/default.aspx?all=1","Carbon County School District 2","fallback
carbon county school district 2
https://www.applitrack.com/crb2/onlineapp/default.aspx?all=1
other assistant middle school volleyball coach
h-e-m junior/senior high school
2026-03-06","2026-08-21"
"Other Assistant Middle School Football Coach","2026-03-10","Athletics/Activities/","Saratoga Middle High School","https://www.applitrack.com/crb2/onlineapp/default.aspx?all=1","Carbon County School District 2","fallback
carbon county school district 2
https://www.applitrack.com/crb2/onlineapp/default.aspx?all=1
other assistant middle school football coach
saratoga middle high school
2026-03-10","2026-08-21"
"2nd Assistant High School Football Coach","2026-05-29","Athletics/Activities/","Saratoga Middle High School","https://www.applitrack.com/crb2/onlineapp/default.aspx?all=1","Carbon County School District 2","fallback
carbon county school district 2
https://www.applitrack.com/crb2/onlineapp/default.aspx?all=1
2nd assistant high school football coach
saratoga middle high school
2026-05-29","2026-08-21"
"First Assistant Middle School Football Coach","2026-06-04","Athletics/Activities/","Saratoga Middle High School","https://www.applitrack.com/crb2/onlineapp/default.aspx?all=1","Carbon County School District 2","fallback
carbon county school district 2
https://www.applitrack.com/crb2/onlineapp/default.aspx?all=1
first assistant middle school football coach
saratoga middle high school
2026-06-04","2026-08-21"
"Other Assistant Middle School Boys Wrestling Coach","2026-06-04","Athletics/Activities/","Saratoga Middle High School","https://www.applitrack.com/crb2/onlineapp/default.aspx?all=1","Carbon County School District 2","fallback
carbon county school district 2
https://www.applitrack.com/crb2/onlineapp/default.aspx?all=1
other assistant middle school boys wrestling coach
saratoga middle high school
2026-06-04","2026-08-21"
"Assistant High School Wrestling Coach","2026-06-04","Athletics/Activities/","Saratoga Middle High School","https://www.applitrack.com/crb2/onlineapp/default.aspx?all=1","Carbon County School District 2","fallback
carbon county school district 2
https://www.applitrack.com/crb2/onlineapp/default.aspx?all=1
assistant high school wrestling coach
saratoga middle high school
2026-06-04","2026-08-21"
"Other Assistant Middle School Football Coach","2026-07-06","Athletics/Activities/","Encampment K-12","https://www.applitrack.com/crb2/onlineapp/default.aspx?all=1","Carbon County School District 2","fallback
carbon county school district 2
https://www.applitrack.com/crb2/onlineapp/default.aspx?all=1
other assistant middle school football coach
encampment k-12
2026-07-06","2026-08-21"
"Other Assistant Middle School Girls Basketball Coach","2026-07-06","Athletics/Activities/","Saratoga Middle High School","https://www.applitrack.com/crb2/onlineapp/default.aspx?all=1","Carbon County School District 2","fallback
carbon county school district 2
https://www.applitrack.com/crb2/onlineapp/default.aspx?all=1
other assistant middle school girls basketball coach
saratoga middle high school
2026-07-06","2026-08-21"
"Elementary School Counselor","2026-01-28","Student Support Services/","Hanna Elementary School","https://www.applitrack.com/crb2/onlineapp/default.aspx?all=1","Carbon County School District 2","fallback
carbon county school district 2
https://www.applitrack.com/crb2/onlineapp/default.aspx?all=1
elementary school counselor
hanna elementary school
2026-01-28","2026-08-21"
"Occupational Therapist(s)","2023-12-22","Student Support Services/","CCSD#2","https://www.applitrack.com/crb2/onlineapp/default.aspx?all=1","Carbon County School District 2","fallback
carbon county school district 2
https://www.applitrack.com/crb2/onlineapp/default.aspx?all=1
occupational therapist(s)
ccsd#2
2023-12-22","2026-08-21"
"School Psychologist","2026-05-22","Student Support Services/","CCSD#2","https://www.applitrack.com/crb2/onlineapp/default.aspx?all=1","Carbon County School District 2","fallback
carbon county school district 2
https://www.applitrack.com/crb2/onlineapp/default.aspx?all=1
school psychologist
ccsd#2
2026-05-22","2026-08-21"
"Substitute Bus Driver 2026/2027 School Year","2026-06-30","Substitute/","CCSD#2","https://www.applitrack.com/crb2/onlineapp/default.aspx?all=1","Carbon County School District 2","fallback
carbon county school district 2
https://www.applitrack.com/crb2/onlineapp/default.aspx?all=1
substitute bus driver 2026/2027 school year
ccsd#2
2026-06-30","2026-08-21"
"Substitute Classroom/Special Education Aide 2026/2027 School Year","2026-06-30","Substitute/","CCSD#2","https://www.applitrack.com/crb2/onlineapp/default.aspx?all=1","Carbon County School District 2","fallback
carbon county school district 2
https://www.applitrack.com/crb2/onlineapp/default.aspx?all=1
substitute classroom/special education aide 2026/2027 school year
ccsd#2
2026-06-30","2026-08-21"
"Substitute Cook Helpers 2026/2027 School Year","2026-06-30","Substitute/","CCSD#2","https://www.applitrack.com/crb2/onlineapp/default.aspx?all=1","Carbon County School District 2","fallback
carbon county school district 2
https://www.applitrack.com/crb2/onlineapp/default.aspx?all=1
substitute cook helpers 2026/2027 school year
ccsd#2
2026-06-30","2026-08-21"
"Substitute Custodian 2026/2027 School Year","2026-06-30","Substitute/","CCSD#2","https://www.applitrack.com/crb2/onlineapp/default.aspx?all=1","Carbon County School District 2","fallback
carbon county school district 2
https://www.applitrack.com/crb2/onlineapp/default.aspx?all=1
substitute custodian 2026/2027 school year
ccsd#2
2026-06-30","2026-08-21"
"Substitute Teacher 2026/2027 School Year","2026-06-30","Substitute/","CCSD#2","https://www.applitrack.com/crb2/onlineapp/default.aspx?all=1","Carbon County School District 2","fallback
carbon county school district 2
https://www.applitrack.com/crb2/onlineapp/default.aspx?all=1
substitute teacher 2026/2027 school year
ccsd#2
2026-06-30","2026-08-21"
"Route Bus Driver","2025-12-02","Support Staff/","Encampment K-12","https://www.applitrack.com/crb2/onlineapp/default.aspx?all=1","Carbon County School District 2","fallback
carbon county school district 2
https://www.applitrack.com/crb2/onlineapp/default.aspx?all=1
route bus driver
encampment k-12
2025-12-02","2026-08-21"
"High School Assistant Drama Sponsor","2026-08-20","Athletics/Activities/","Glenrock Jr/Sr High School","https://www.applitrack.com/converse2/onlineapp/default.aspx?all=1","Converse County School Distrcit 2","fallback
converse county school district 2
https://www.applitrack.com/converse2/onlineapp/default.aspx?all=1
high school assistant drama sponsor
glenrock jr/sr high school
2026-08-20","2026-08-21"
"JH Assistant Volleyball Coach","2026-08-20","Athletics/Activities/","Glenrock Jr/Sr High School","https://www.applitrack.com/converse2/onlineapp/default.aspx?all=1","Converse County School Distrcit 2","fallback
converse county school district 2
https://www.applitrack.com/converse2/onlineapp/default.aspx?all=1
jh assistant volleyball coach
glenrock jr/sr high school
2026-08-20","2026-08-21"
"JH Assistant Girls Basketball Coach","2026-04-02","Athletics/Activities/","Glenrock Jr/Sr High School","https://www.applitrack.com/converse2/onlineapp/default.aspx?all=1","Converse County School Distrcit 2","fallback
converse county school district 2
https://www.applitrack.com/converse2/onlineapp/default.aspx?all=1
jh assistant girls basketball coach
glenrock jr/sr high school
2026-04-02","2026-08-21"
"High School Assistant Football Coach","2026-04-13","Athletics/Activities/","Glenrock Jr/Sr High School","https://www.applitrack.com/converse2/onlineapp/default.aspx?all=1","Converse County School Distrcit 2","fallback
converse county school district 2
https://www.applitrack.com/converse2/onlineapp/default.aspx?all=1
high school assistant football coach
glenrock jr/sr high school
2026-04-13","2026-08-21"
"Night Custodian","2026-08-20","Maintenance/Custodial/","Converse County School District #2","https://www.applitrack.com/converse2/onlineapp/default.aspx?all=1","Converse County School Distrcit 2","fallback
converse county school district 2
https://www.applitrack.com/converse2/onlineapp/default.aspx?all=1
night custodian
converse county school district #2
2026-08-20","2026-08-21"
"Occupational Therapist","2026-04-22","Student Support Services Certified/","Converse County School District #2","https://www.applitrack.com/converse2/onlineapp/default.aspx?all=1","Converse County School Distrcit 2","fallback
converse county school district 2
https://www.applitrack.com/converse2/onlineapp/default.aspx?all=1
occupational therapist
converse county school district #2
2026-04-22","2026-08-21"
"Daycare Assistant","2026-07-14","Student Support Services Classified/","Grant Elementary School","https://www.applitrack.com/converse2/onlineapp/default.aspx?all=1","Converse County School Distrcit 2","fallback
converse county school district 2
https://www.applitrack.com/converse2/onlineapp/default.aspx?all=1
daycare assistant
grant elementary school
2026-07-14","2026-08-21"
"Special Education Paraprofessional/Bus Aide","2026-08-11","Student Support Services Classified/","Converse County School District #2","https://www.applitrack.com/converse2/onlineapp/default.aspx?all=1","Converse County School Distrcit 2","fallback
converse county school district 2
https://www.applitrack.com/converse2/onlineapp/default.aspx?all=1
special education paraprofessional/bus aide
converse county school district #2
2026-08-11","2026-08-21"
"Special Education Paraprofessional","2026-08-13","Student Support Services Classified/","Converse County School District #2","https://www.applitrack.com/converse2/onlineapp/default.aspx?all=1","Converse County School Distrcit 2","fallback
converse county school district 2
https://www.applitrack.com/converse2/onlineapp/default.aspx?all=1
special education paraprofessional
converse county school district #2
2026-08-13","2026-08-21"
"Substitute Teacher/Aid/Cook/Custodian/Bus Driver/Summer Help","2019-03-26","Substitute/","Converse County School District #2","https://www.applitrack.com/converse2/onlineapp/default.aspx?all=1","Converse County School Distrcit 2","fallback
converse county school district 2
https://www.applitrack.com/converse2/onlineapp/default.aspx?all=1
substitute teacher/aid/cook/custodian/bus driver/summer help
converse county school district #2
2019-03-26","2026-08-21"
"DRC Lifeguard","2026-06-01","Student/","Douglas Recreation Center","https://www.applitrack.com/ccsd1/onlineapp/default.aspx?all=1","Converse County School District 1","fallback
converse county school district 1
https://www.applitrack.com/ccsd1/onlineapp/default.aspx?all=1
drc lifeguard
douglas recreation center
2026-06-01","2026-08-21"
"Occupational Therapist",NA,"Student Support Services","Immediately","https://www.applitrack.com/ccsd1/onlineapp/default.aspx?all=1","Converse County School District 1","fallback
converse county school district 1
https://www.applitrack.com/ccsd1/onlineapp/default.aspx?all=1
occupational therapist
immediately
<missing>","2026-08-21"
"Certified Occupational Therapy Assistant (COTA)",NA,"Student Support Services","08/03/2026","https://www.applitrack.com/ccsd1/onlineapp/default.aspx?all=1","Converse County School District 1","fallback
converse county school district 1
https://www.applitrack.com/ccsd1/onlineapp/default.aspx?all=1
certified occupational therapy assistant (cota)
08/03/2026
<missing>","2026-08-21"
"Classified Substitutes",NA,"Substitute","08/19/2026","https://www.applitrack.com/ccsd1/onlineapp/default.aspx?all=1","Converse County School District 1","fallback
converse county school district 1
https://www.applitrack.com/ccsd1/onlineapp/default.aspx?all=1
classified substitutes
08/19/2026
<missing>","2026-08-21"
"Certified Substitute","2026-08-11","Substitute/","Central Administration","https://www.applitrack.com/ccsd1/onlineapp/default.aspx?all=1","Converse County School District 1","fallback
converse county school district 1
https://www.applitrack.com/ccsd1/onlineapp/default.aspx?all=1
certified substitute
central administration
2026-08-11","2026-08-21"
"CCSD#1 Paraprofessionals","2026-07-09","Support Staff/","Converse County School District #1","https://www.applitrack.com/ccsd1/onlineapp/default.aspx?all=1","Converse County School District 1","fallback
converse county school district 1
https://www.applitrack.com/ccsd1/onlineapp/default.aspx?all=1
ccsd#1 paraprofessionals
converse county school district #1
2026-07-09","2026-08-21"
"Crossing Guard","2026-06-23","Transportation/","Transportation","https://www.applitrack.com/ccsd1/onlineapp/default.aspx?all=1","Converse County School District 1","fallback
converse county school district 1
https://www.applitrack.com/ccsd1/onlineapp/default.aspx?all=1
crossing guard
transportation
2026-06-23","2026-08-21"
"Substitute Crossing Guard","2026-06-23","Transportation/","Transportation","https://www.applitrack.com/ccsd1/onlineapp/default.aspx?all=1","Converse County School District 1","fallback
converse county school district 1
https://www.applitrack.com/ccsd1/onlineapp/default.aspx?all=1
substitute crossing guard
transportation
2026-06-23","2026-08-21"
"Head 7th Volleyball Coach","2025-12-16","Athletics/Activities/","Lander Middle School","https://www.applitrack.com/fremontwy/onlineapp/jobpostings/view.asp?all=1","Fremont County School District 1","fallback
fremont county school district 1
https://www.applitrack.com/fremontwy/onlineapp/jobpostings/view.asp?all=1
head 7th volleyball coach
lander middle school
2025-12-16","2026-08-21"
"Assistant Football Coach","2026-08-17","Athletics/Activities/","Lander Valley High School","https://www.applitrack.com/fremontwy/onlineapp/jobpostings/view.asp?all=1","Fremont County School District 1","fallback
fremont county school district 1
https://www.applitrack.com/fremontwy/onlineapp/jobpostings/view.asp?all=1
assistant football coach
lander valley high school
2026-08-17","2026-08-21"
"Assistant Girls Soccer Coach","2026-08-17","Athletics/Activities/","Lander Valley High School","https://www.applitrack.com/fremontwy/onlineapp/jobpostings/view.asp?all=1","Fremont County School District 1","fallback
fremont county school district 1
https://www.applitrack.com/fremontwy/onlineapp/jobpostings/view.asp?all=1
assistant girls soccer coach
lander valley high school
2026-08-17","2026-08-21"
"Assistant Track Coach","2026-08-17","Athletics/Activities/","Lander Valley High School","https://www.applitrack.com/fremontwy/onlineapp/jobpostings/view.asp?all=1","Fremont County School District 1","fallback
fremont county school district 1
https://www.applitrack.com/fremontwy/onlineapp/jobpostings/view.asp?all=1
assistant track coach
lander valley high school
2026-08-17","2026-08-21"
"Special Education Teacher - Resource","2026-08-19","Certified Teaching/","Baldwin Creek Elementary","https://www.applitrack.com/fremontwy/onlineapp/jobpostings/view.asp?all=1","Fremont County School District 1","fallback
fremont county school district 1
https://www.applitrack.com/fremontwy/onlineapp/jobpostings/view.asp?all=1
special education teacher - resource
baldwin creek elementary
2026-08-19","2026-08-21"
"Custodian","2026-08-10","Maintenance/","District Office - Jack King Building","https://www.applitrack.com/fremontwy/onlineapp/jobpostings/view.asp?all=1","Fremont County School District 1","fallback
fremont county school district 1
https://www.applitrack.com/fremontwy/onlineapp/jobpostings/view.asp?all=1
custodian
district office - jack king building
2026-08-10","2026-08-21"
"Special Education Paraprofessional","2026-08-19","Paraprofessional/","Baldwin Creek Elementary","https://www.applitrack.com/fremontwy/onlineapp/jobpostings/view.asp?all=1","Fremont County School District 1","fallback
fremont county school district 1
https://www.applitrack.com/fremontwy/onlineapp/jobpostings/view.asp?all=1
special education paraprofessional
baldwin creek elementary
2026-08-19","2026-08-21"
"Substitute Custodian","2026-08-04","Substitute/","District-wide","https://www.applitrack.com/fremontwy/onlineapp/jobpostings/view.asp?all=1","Fremont County School District 1","fallback
fremont county school district 1
https://www.applitrack.com/fremontwy/onlineapp/jobpostings/view.asp?all=1
substitute custodian
district-wide
2026-08-04","2026-08-21"
"Substitute - Classroom (At-will)","2026-07-06","Substitute/","District-wide","https://www.applitrack.com/fremontwy/onlineapp/jobpostings/view.asp?all=1","Fremont County School District 1","fallback
fremont county school district 1
https://www.applitrack.com/fremontwy/onlineapp/jobpostings/view.asp?all=1
substitute - classroom (at-will)
district-wide
2026-07-06","2026-08-21"
"Substitute Bus/Activity Driver (at-will)","2025-06-11","Substitute/","Central Services","https://www.applitrack.com/fremontwy/onlineapp/jobpostings/view.asp?all=1","Fremont County School District 1","fallback
fremont county school district 1
https://www.applitrack.com/fremontwy/onlineapp/jobpostings/view.asp?all=1
substitute bus/activity driver (at-will)
central services
2025-06-11","2026-08-21"
"Substitute Bus/ Activity Driver (At-Will)","2026-07-06","Substitute/","Central Services","https://www.applitrack.com/fremontwy/onlineapp/jobpostings/view.asp?all=1","Fremont County School District 1","fallback
fremont county school district 1
https://www.applitrack.com/fremontwy/onlineapp/jobpostings/view.asp?all=1
substitute bus/ activity driver (at-will)
central services
2026-07-06","2026-08-21"
"Lifeguard (multiple positions)","2026-08-19","Swimming Pool/","Bruce Gresly Aquatic Center","https://www.applitrack.com/fremontwy/onlineapp/jobpostings/view.asp?all=1","Fremont County School District 1","fallback
fremont county school district 1
https://www.applitrack.com/fremontwy/onlineapp/jobpostings/view.asp?all=1
lifeguard (multiple positions)
bruce gresly aquatic center
2026-08-19","2026-08-21"
"Lights On Classroom Helper - High School Students may apply","2026-08-10","Temporary/","Lights On","https://www.applitrack.com/fremontwy/onlineapp/jobpostings/view.asp?all=1","Fremont County School District 1","fallback
fremont county school district 1
https://www.applitrack.com/fremontwy/onlineapp/jobpostings/view.asp?all=1
lights on classroom helper - high school students may apply
lights on
2026-08-10","2026-08-21"
